first_name,last_name,researcher_type_str,hash_funct,research_interest,email_id,project_working_on,department
Olivia,Yang,Student,4552915990433945859,human_computer_interaction,olivia_yang@illinois.edu,482,ME
Olivia,Wang,Professor,-8835075024418231803,compiler_optimization,olivia_wang@illinois.edu,636,ME
Olivia,Lewis,Student,-520279425995898885,graphics,olivia_lewis@illinois.edu,627,ECE
Olivia,Li,Grad_Student,-1788208771377770761,artificial_intelligence,olivia_li@illinois.edu,194,ECON
Olivia,Robinson,Student,2993113513959658768,high_performance_computing,olivia_robinson@illinois.edu,309,STAT
Olivia,Kapoor,Student,486183827985423126,machine_learning,olivia_kapoor@illinois.edu,340,ECON
Olivia,Hernandez,Professor,9158456831126471541,distributed_systems,olivia_hernandez@illinois.edu,440,ECON
Olivia,King,Professor,3966251841210803071,compiler_optimization,olivia_king@illinois.edu,497,CS
Olivia,Martinez,Professor,-7212527001528388824,embedded_systems,olivia_martinez@illinois.edu,462,MATH
Olivia,Perez,Professor,-6689580344719888216,cloud_computing,olivia_perez@illinois.edu,505,ME
Olivia,Patel,Grad_Student,-2789881143274959593,compiler_optimization,olivia_patel@illinois.edu,74,CS
Olivia,Brown,Student,6967045184244792660,cloud_computing,olivia_brown@illinois.edu,652,ECE
Olivia,Davis,Professor,-1699587613298447490,distributed_systems,olivia_davis@illinois.edu,272,ECE
Olivia,Gurnani,Student,300439218662800340,embedded_systems,olivia_gurnani@illinois.edu,61,PHYS
Olivia,Thomas,Student,1567183378584733239,compiler_optimization,olivia_thomas@illinois.edu,684,ECE
Jazzlyn,Allen,Grad_Student,7902355903567618355,cloud_computing,jazzlyn_allen@illinois.edu,79,STAT
Jazzlyn,Garcia,Grad_Student,1987597988191346556,graph_theory,jazzlyn_garcia@illinois.edu,180,MATH
Jazzlyn,White,Grad_Student,-4827244942606655706,architectures,jazzlyn_white@illinois.edu,503,MATH
Jazzlyn,MacDonald,Professor,8549308141370165967,graphics,jazzlyn_macdonald@illinois.edu,856,STAT
Jazzlyn,Khan,Grad_Student,-7304532158652742875,graphics,jazzlyn_khan@illinois.edu,87,STAT
Jazzlyn,Moore,Student,-712769187907213285,machine_learning,jazzlyn_moore@illinois.edu,380,ECE
Jazzlyn,Clark,Professor,-2550927184520938745,artificial_intelligence,jazzlyn_clark@illinois.edu,587,STAT
Jazzlyn,Lopez,Professor,-686459365011210064,graph_theory,jazzlyn_lopez@illinois.edu,181,CS
Jazzlyn,Lee,Grad_Student,6300030853085343472,compiler_optimization,jazzlyn_lee@illinois.edu,372,PHYS
Jazzlyn,Anderson,Professor,-7739115914162648412,data_mining,jazzlyn_anderson@illinois.edu,885,ECE
Jazzlyn,Sanchez,Grad_Student,2023773540204341972,human_computer_interaction,jazzlyn_sanchez@illinois.edu,177,MATH
Jazzlyn,Shah,Grad_Student,-5535095145718444468,graph_theory,jazzlyn_shah@illinois.edu,630,STAT
Jazzlyn,Ramirez,Student,-1394164426562255875,graphics,jazzlyn_ramirez@illinois.edu,488,CS
Jazzlyn,Jackson,Student,2382741702157582613,security,jazzlyn_jackson@illinois.edu,815,ME
Jazzlyn,Tremblay,Grad_Student,4041853032061655497,graph_theory,jazzlyn_tremblay@illinois.edu,434,MATH
Jazzlyn,Nguyen,Grad_Student,3744433567962983817,human_computer_interaction,jazzlyn_nguyen@illinois.edu,768,STAT
Jazzlyn,Jones,Student,-8442991841994997755,security,jazzlyn_jones@illinois.edu,778,CS
Jazzlyn,Miller,Grad_Student,4801027086767041881,machine_learning,jazzlyn_miller@illinois.edu,344,ME
Jazzlyn,Martin,Professor,4140699580508549674,natural_language_processing,jazzlyn_martin@illinois.edu,778,ECE
Jazzlyn,Young,Grad_Student,8348771975545261178,machine_learning,jazzlyn_young@illinois.edu,342,ECON
Jazzlyn,Thompson,Student,4456959179838328690,human_computer_interaction,jazzlyn_thompson@illinois.edu,25,ME
Jazzlyn,Williams,Professor,137160023904807848,machine_learning,jazzlyn_williams@illinois.edu,301,CS
Jazzlyn,Harris,Professor,-3457572081252369316,compiler_optimization,jazzlyn_harris@illinois.edu,669,ME
Jazzlyn,Walker,Professor,-5123005226578071474,distributed_systems,jazzlyn_walker@illinois.edu,731,ECE
Jazzlyn,Leblanc,Grad_Student,4496890853639260416,security,jazzlyn_leblanc@illinois.edu,194,ECON
Jazzlyn,Wright,Student,-1678136500316902285,graphics,jazzlyn_wright@illinois.edu,834,STAT
Jazzlyn,Scott,Grad_Student,-2322651939619045212,distributed_systems,jazzlyn_scott@illinois.edu,585,STAT
Jazzlyn,Gonzalez,Student,-7038012689229733344,data_mining,jazzlyn_gonzalez@illinois.edu,495,CS
Jazzlyn,Wilson,Grad_Student,-4706222632368330621,bioinformatics,jazzlyn_wilson@illinois.edu,938,ME
Jazzlyn,Smith,Grad_Student,-319495654280232395,data_mining,jazzlyn_smith@illinois.edu,541,ECE
Jazzlyn,Rodriguez,Grad_Student,2525649392941486751,graph_theory,jazzlyn_rodriguez@illinois.edu,24,ECON
Jazzlyn,Johnson,Grad_Student,-7459402459976077976,graph_theory,jazzlyn_johnson@illinois.edu,131,CS
Jazzlyn,Zhou,Student,2773807165854727805,artificial_intelligence,jazzlyn_zhou@illinois.edu,413,STAT
Jazzlyn,Taylor,Grad_Student,-5281453505333249650,human_computer_interaction,jazzlyn_taylor@illinois.edu,898,MATH
Jazzlyn,Yang,Professor,-8576120768233024927,econometrics,jazzlyn_yang@illinois.edu,123,ECE
Jazzlyn,Wang,Professor,-574792493568948665,artificial_intelligence,jazzlyn_wang@illinois.edu,34,ME
Jazzlyn,Lewis,Grad_Student,-4085811187817219298,bioinformatics,jazzlyn_lewis@illinois.edu,645,ECON
Jazzlyn,Li,Professor,3806668478067227889,data_mining,jazzlyn_li@illinois.edu,465,CS
Jazzlyn,Robinson,Grad_Student,6049136942217264821,high_performance_computing,jazzlyn_robinson@illinois.edu,30,STAT
Jazzlyn,Kapoor,Professor,-8468007065210039685,graphics,jazzlyn_kapoor@illinois.edu,340,STAT
Jazzlyn,Hernandez,Professor,-5198259292715498541,cloud_computing,jazzlyn_hernandez@illinois.edu,196,ECE
Jazzlyn,King,Student,324021210153172566,distributed_systems,jazzlyn_king@illinois.edu,361,STAT
Jazzlyn,Martinez,Grad_Student,-1606485617161164103,human_computer_interaction,jazzlyn_martinez@illinois.edu,173,PHYS
Jazzlyn,Perez,Grad_Student,1263749316822166005,graph_theory,jazzlyn_perez@illinois.edu,897,MATH
Jazzlyn,Patel,Grad_Student,-3854659765086547566,distributed_systems,jazzlyn_patel@illinois.edu,160,ECE
Jazzlyn,Brown,Grad_Student,1681792120040762743,data_mining,jazzlyn_brown@illinois.edu,695,PHYS
Jazzlyn,Davis,Student,3269441246098018286,natural_language_processing,jazzlyn_davis@illinois.edu,904,CS
Jazzlyn,Gurnani,Grad_Student,3617381472853123700,bioinformatics,jazzlyn_gurnani@illinois.edu,415,MATH
Jazzlyn,Thomas,Professor,-7184904690897974841,embedded_systems,jazzlyn_thomas@illinois.edu,605,PHYS
Gianna,Allen,Grad_Student,-4254576729883000034,artificial_intelligence,gianna_allen@illinois.edu,524,PHYS
Gianna,Garcia,Professor,-6518337913788017125,distributed_systems,gianna_garcia@illinois.edu,428,STAT
Gianna,White,Grad_Student,3894400827264109176,architectures,gianna_white@illinois.edu,592,PHYS
Gianna,MacDonald,Student,-1122346210694679577,graph_theory,gianna_macdonald@illinois.edu,665,STAT
Gianna,Khan,Grad_Student,-189283054103607204,human_computer_interaction,gianna_khan@illinois.edu,788,STAT
Gianna,Moore,Student,1547724221039921674,high_performance_computing,gianna_moore@illinois.edu,926,CS
Gianna,Clark,Professor,3703479787497046198,bioinformatics,gianna_clark@illinois.edu,409,PHYS
Gianna,Lopez,Student,-6024581089758750541,cloud_computing,gianna_lopez@illinois.edu,685,CS
Gianna,Lee,Grad_Student,-2435599185412972008,embedded_systems,gianna_lee@illinois.edu,282,MATH
Gianna,Anderson,Professor,-3284107028919844325,graphics,gianna_anderson@illinois.edu,326,CS
Gianna,Sanchez,Professor,-6700105770940391993,architectures,gianna_sanchez@illinois.edu,714,ME
Gianna,Shah,Student,-101665574869012893,data_mining,gianna_shah@illinois.edu,153,ECON
Gianna,Ramirez,Professor,-4670131720633698980,embedded_systems,gianna_ramirez@illinois.edu,824,ME
Gianna,Jackson,Grad_Student,-6846017930417250469,compiler_optimization,gianna_jackson@illinois.edu,639,PHYS
Gianna,Tremblay,Student,8380906246005156588,econometrics,gianna_tremblay@illinois.edu,836,MATH
Gianna,Nguyen,Student,-4607867839278678494,distributed_systems,gianna_nguyen@illinois.edu,972,ECE
Gianna,Jones,Grad_Student,806600642824023137,graphics,gianna_jones@illinois.edu,603,ECON
Gianna,Miller,Student,-2892233287099800555,econometrics,gianna_miller@illinois.edu,612,ECON
Gianna,Martin,Professor,506671135851304684,machine_learning,gianna_martin@illinois.edu,68,CS
Gianna,Young,Professor,7857452301649231565,high_performance_computing,gianna_young@illinois.edu,477,ECE
Gianna,Thompson,Grad_Student,-2003998275878445597,machine_learning,gianna_thompson@illinois.edu,302,CS
Gianna,Williams,Professor,1863807012862007716,human_computer_interaction,gianna_williams@illinois.edu,262,ECON
Gianna,Harris,Professor,-6026831143635719519,compiler_optimization,gianna_harris@illinois.edu,267,CS
Gianna,Walker,Professor,-1249932499030632142,bioinformatics,gianna_walker@illinois.edu,793,STAT
Gianna,Leblanc,Grad_Student,-6152771818767270016,data_mining,gianna_leblanc@illinois.edu,509,ECE
Gianna,Wright,Professor,-2577582718711116008,compiler_optimization,gianna_wright@illinois.edu,526,CS
Gianna,Scott,Grad_Student,-2602600681658844059,data_mining,gianna_scott@illinois.edu,622,CS
Gianna,Gonzalez,Student,-4082804865335857735,architectures,gianna_gonzalez@illinois.edu,307,PHYS
Gianna,Wilson,Professor,9091640339318271010,graph_theory,gianna_wilson@illinois.edu,85,STAT
Gianna,Smith,Student,-6371436782054842672,security,gianna_smith@illinois.edu,116,ECE
Gianna,Rodriguez,Student,-3864929720639963424,embedded_systems,gianna_rodriguez@illinois.edu,276,PHYS
Gianna,Johnson,Professor,4175838132464047129,data_mining,gianna_johnson@illinois.edu,367,MATH
Gianna,Zhou,Student,-3551201544151549550,econometrics,gianna_zhou@illinois.edu,588,MATH
Gianna,Taylor,Student,-6732633615000559162,human_computer_interaction,gianna_taylor@illinois.edu,302,ECE
Gianna,Yang,Student,7618273811488774331,graph_theory,gianna_yang@illinois.edu,38,ECON
Gianna,Wang,Student,414650403116832056,graph_theory,gianna_wang@illinois.edu,920,PHYS
Gianna,Lewis,Student,1148364624493105372,natural_language_processing,gianna_lewis@illinois.edu,156,MATH
Gianna,Li,Grad_Student,8836166009353262114,econometrics,gianna_li@illinois.edu,962,ME
Gianna,Robinson,Student,4579239784763184235,architectures,gianna_robinson@illinois.edu,4,ME
Gianna,Kapoor,Grad_Student,1481422127112773463,distributed_systems,gianna_kapoor@illinois.edu,492,STAT
Gianna,Hernandez,Student,6212760371468899902,compiler_optimization,gianna_hernandez@illinois.edu,600,ECON
Gianna,King,Student,-6160887871240227127,econometrics,gianna_king@illinois.edu,840,PHYS
Gianna,Martinez,Grad_Student,-4746828804372820980,security,gianna_martinez@illinois.edu,527,ECE
Gianna,Perez,Grad_Student,8293568631509206887,bioinformatics,gianna_perez@illinois.edu,198,ECON
Gianna,Patel,Grad_Student,8986246867527154455,natural_language_processing,gianna_patel@illinois.edu,420,CS
Gianna,Brown,Professor,-1541680745247647188,security,gianna_brown@illinois.edu,349,MATH
Gianna,Davis,Grad_Student,-8242967863818593225,security,gianna_davis@illinois.edu,455,PHYS
Gianna,Gurnani,Grad_Student,5607053624590172543,architectures,gianna_gurnani@illinois.edu,845,ECON
Gianna,Thomas,Student,-7097900150187550720,distributed_systems,gianna_thomas@illinois.edu,352,ME
Dion,Allen,Student,-2697741361747397098,embedded_systems,dion_allen@illinois.edu,473,ECE
Dion,Garcia,Professor,-3420384377214868332,artificial_intelligence,dion_garcia@illinois.edu,534,ECON
Dion,White,Professor,2731047237673227290,machine_learning,dion_white@illinois.edu,647,STAT
Dion,MacDonald,Grad_Student,7711446535569170946,embedded_systems,dion_macdonald@illinois.edu,618,ME
Dion,Khan,Professor,-1449651841379005263,graph_theory,dion_khan@illinois.edu,915,PHYS
Dion,Moore,Student,4404269058096035204,natural_language_processing,dion_moore@illinois.edu,724,CS
Dion,Clark,Grad_Student,-3469815006995256549,compiler_optimization,dion_clark@illinois.edu,668,ECE
Dion,Lopez,Student,-4708358420108697336,distributed_systems,dion_lopez@illinois.edu,31,ECE
Dion,Lee,Grad_Student,-1933353676704636737,human_computer_interaction,dion_lee@illinois.edu,653,STAT
Dion,Anderson,Student,-5849137186042579925,compiler_optimization,dion_anderson@illinois.edu,212,ME
Dion,Sanchez,Professor,7736838615736815972,econometrics,dion_sanchez@illinois.edu,671,STAT
Dion,Shah,Student,-4206019802092903474,distributed_systems,dion_shah@illinois.edu,57,ECON
Dion,Ramirez,Professor,-6670223615328656386,graph_theory,dion_ramirez@illinois.edu,573,ME
Dion,Jackson,Professor,-4716940084689719456,bioinformatics,dion_jackson@illinois.edu,784,STAT
Dion,Tremblay,Student,8063785446730999573,econometrics,dion_tremblay@illinois.edu,659,PHYS
Dion,Nguyen,Student,7473599080339732209,natural_language_processing,dion_nguyen@illinois.edu,34,PHYS
Dion,Jones,Professor,-3644913585004869401,artificial_intelligence,dion_jones@illinois.edu,491,PHYS
Dion,Miller,Grad_Student,-3670522511045224866,natural_language_processing,dion_miller@illinois.edu,553,CS
Dion,Martin,Professor,3437097748975837543,natural_language_processing,dion_martin@illinois.edu,838,MATH
Dion,Young,Professor,2772050828178368061,artificial_intelligence,dion_young@illinois.edu,28,ECE
Dion,Thompson,Student,341793508450285539,cloud_computing,dion_thompson@illinois.edu,529,ECE
Dion,Williams,Student,-4229821952798387145,security,dion_williams@illinois.edu,419,CS
Dion,Harris,Grad_Student,7058395676523168296,human_computer_interaction,dion_harris@illinois.edu,968,CS
Dion,Walker,Professor,1947811122846338461,high_performance_computing,dion_walker@illinois.edu,966,PHYS
Dion,Leblanc,Professor,-8490255229299130465,data_mining,dion_leblanc@illinois.edu,186,ECON
Dion,Wright,Grad_Student,-3988505857900300493,cloud_computing,dion_wright@illinois.edu,877,MATH
Dion,Scott,Professor,-6760708997157469710,machine_learning,dion_scott@illinois.edu,626,STAT
Dion,Gonzalez,Professor,-359064855315600594,cloud_computing,dion_gonzalez@illinois.edu,56,ECON
Dion,Wilson,Student,2940200604436962257,artificial_intelligence,dion_wilson@illinois.edu,597,MATH
Dion,Smith,Grad_Student,7548336706119548544,machine_learning,dion_smith@illinois.edu,453,CS
Dion,Rodriguez,Grad_Student,7157801200231787360,graph_theory,dion_rodriguez@illinois.edu,407,CS
Dion,Johnson,Professor,834764133362841158,graph_theory,dion_johnson@illinois.edu,309,ECON
Dion,Zhou,Grad_Student,-879844563060700937,natural_language_processing,dion_zhou@illinois.edu,618,ECON
Dion,Taylor,Student,-4082483557372229120,graph_theory,dion_taylor@illinois.edu,516,ME
Dion,Yang,Grad_Student,1640426145588591680,architectures,dion_yang@illinois.edu,831,STAT
Dion,Wang,Professor,-2017554062705729138,embedded_systems,dion_wang@illinois.edu,76,CS
Dion,Lewis,Professor,5338095948089479749,embedded_systems,dion_lewis@illinois.edu,179,ECE
Dion,Li,Student,-2118786028956733095,bioinformatics,dion_li@illinois.edu,582,ME
Dion,Robinson,Professor,1670610414046910666,machine_learning,dion_robinson@illinois.edu,766,PHYS
Dion,Kapoor,Grad_Student,3122286172586722103,artificial_intelligence,dion_kapoor@illinois.edu,410,CS
Dion,Hernandez,Grad_Student,5532530887455045916,graph_theory,dion_hernandez@illinois.edu,777,MATH
Dion,King,Grad_Student,-2749614701966823255,econometrics,dion_king@illinois.edu,102,ECE
Dion,Martinez,Grad_Student,4584040951890092912,distributed_systems,dion_martinez@illinois.edu,102,ECON
Dion,Perez,Student,-4478717436556584784,natural_language_processing,dion_perez@illinois.edu,201,CS
Dion,Patel,Student,-6048763308968593944,compiler_optimization,dion_patel@illinois.edu,446,ECE
Dion,Brown,Professor,-7722139188312691051,artificial_intelligence,dion_brown@illinois.edu,287,ECON
Dion,Davis,Professor,-8529051972558250039,cloud_computing,dion_davis@illinois.edu,298,ME
Dion,Gurnani,Grad_Student,-5305672451441685163,high_performance_computing,dion_gurnani@illinois.edu,593,ECE
Dion,Thomas,Grad_Student,7901159088325772824,distributed_systems,dion_thomas@illinois.edu,814,ECON
Adorjan,Allen,Professor,3099680087847883731,embedded_systems,adorjan_allen@illinois.edu,676,CS
Adorjan,Garcia,Student,-1422480926937933830,natural_language_processing,adorjan_garcia@illinois.edu,371,ECON
Adorjan,White,Student,-8619312603906667721,embedded_systems,adorjan_white@illinois.edu,830,CS
Adorjan,MacDonald,Professor,302324488771465637,bioinformatics,adorjan_macdonald@illinois.edu,645,MATH
Adorjan,Khan,Grad_Student,-2727743910342743727,data_mining,adorjan_khan@illinois.edu,360,MATH
Adorjan,Moore,Grad_Student,-1800444346857029438,data_mining,adorjan_moore@illinois.edu,165,STAT
Adorjan,Clark,Student,6868831177867242336,embedded_systems,adorjan_clark@illinois.edu,536,STAT
Adorjan,Lopez,Grad_Student,-8944177161631199886,embedded_systems,adorjan_lopez@illinois.edu,936,CS
Adorjan,Lee,Professor,1276473917852767843,compiler_optimization,adorjan_lee@illinois.edu,687,MATH
Adorjan,Anderson,Professor,8821363653434506983,natural_language_processing,adorjan_anderson@illinois.edu,939,ECE
Adorjan,Sanchez,Grad_Student,-1891943426367143265,machine_learning,adorjan_sanchez@illinois.edu,785,ECE
Adorjan,Shah,Student,5097886219349330314,graphics,adorjan_shah@illinois.edu,786,CS
Adorjan,Ramirez,Grad_Student,8948008916122852564,human_computer_interaction,adorjan_ramirez@illinois.edu,618,PHYS
Adorjan,Jackson,Professor,2622615587687737730,security,adorjan_jackson@illinois.edu,426,ECE
Adorjan,Tremblay,Professor,-6874491526279102991,high_performance_computing,adorjan_tremblay@illinois.edu,514,STAT
Adorjan,Nguyen,Student,-5935064990768075905,artificial_intelligence,adorjan_nguyen@illinois.edu,83,ECON
Adorjan,Jones,Student,5612604771346870820,architectures,adorjan_jones@illinois.edu,213,ECE
Adorjan,Miller,Professor,-5257530648065374779,human_computer_interaction,adorjan_miller@illinois.edu,14,CS
Adorjan,Martin,Grad_Student,6310706417058745415,data_mining,adorjan_martin@illinois.edu,928,STAT
Adorjan,Young,Student,2605074534666709365,bioinformatics,adorjan_young@illinois.edu,605,CS
Adorjan,Thompson,Student,6655495186482058,human_computer_interaction,adorjan_thompson@illinois.edu,87,MATH
Adorjan,Williams,Student,-7320961805887152890,human_computer_interaction,adorjan_williams@illinois.edu,719,STAT
Adorjan,Harris,Professor,3984852049440775820,bioinformatics,adorjan_harris@illinois.edu,377,MATH
Adorjan,Walker,Student,1403379208377669326,graphics,adorjan_walker@illinois.edu,460,STAT
Adorjan,Leblanc,Student,113817368945405721,architectures,adorjan_leblanc@illinois.edu,372,MATH
Adorjan,Wright,Student,-7218489897371464220,econometrics,adorjan_wright@illinois.edu,155,ME
Adorjan,Scott,Professor,-9152164722367491439,graphics,adorjan_scott@illinois.edu,607,PHYS
Adorjan,Gonzalez,Professor,1870411470108503686,artificial_intelligence,adorjan_gonzalez@illinois.edu,379,ECON
Adorjan,Wilson,Professor,-1282418322244282417,bioinformatics,adorjan_wilson@illinois.edu,345,ME
Adorjan,Smith,Grad_Student,2762151317480159522,machine_learning,adorjan_smith@illinois.edu,213,PHYS
Adorjan,Rodriguez,Professor,-6388005150200289796,graph_theory,adorjan_rodriguez@illinois.edu,738,ME
Adorjan,Johnson,Professor,-6069730275156433008,cloud_computing,adorjan_johnson@illinois.edu,914,ECE
Adorjan,Zhou,Student,2962295314289698905,high_performance_computing,adorjan_zhou@illinois.edu,837,ECE
Adorjan,Taylor,Student,-4097859458882018137,artificial_intelligence,adorjan_taylor@illinois.edu,764,ECE
Adorjan,Yang,Student,1438499414075592431,bioinformatics,adorjan_yang@illinois.edu,381,PHYS
Adorjan,Wang,Grad_Student,-7566890582961257337,natural_language_processing,adorjan_wang@illinois.edu,430,CS
Adorjan,Lewis,Professor,1721753629257691378,distributed_systems,adorjan_lewis@illinois.edu,368,MATH
Adorjan,Li,Professor,7709915916667533649,data_mining,adorjan_li@illinois.edu,151,ME
Adorjan,Robinson,Student,-274450797895154014,architectures,adorjan_robinson@illinois.edu,268,CS
Adorjan,Kapoor,Professor,3775562768269214137,architectures,adorjan_kapoor@illinois.edu,832,ECE
Adorjan,Hernandez,Professor,2385580807651259205,compiler_optimization,adorjan_hernandez@illinois.edu,806,ECON
Adorjan,King,Professor,-7254211432198631827,graph_theory,adorjan_king@illinois.edu,698,ME
Adorjan,Martinez,Professor,1879508219047956546,graphics,adorjan_martinez@illinois.edu,947,PHYS
Adorjan,Perez,Student,-4563974098889152284,data_mining,adorjan_perez@illinois.edu,860,ECON
Adorjan,Patel,Grad_Student,2381971875918723029,compiler_optimization,adorjan_patel@illinois.edu,834,MATH
Adorjan,Brown,Professor,6596676793357390409,machine_learning,adorjan_brown@illinois.edu,66,STAT
Adorjan,Davis,Grad_Student,-440823359929787591,data_mining,adorjan_davis@illinois.edu,355,ECE
Adorjan,Gurnani,Student,1262828439361191168,cloud_computing,adorjan_gurnani@illinois.edu,881,CS
Adorjan,Thomas,Student,4785016629454481861,high_performance_computing,adorjan_thomas@illinois.edu,553,ECON
India,Allen,Professor,7471058700687199691,compiler_optimization,india_allen@illinois.edu,80,STAT
India,Garcia,Student,3570311456566474945,bioinformatics,india_garcia@illinois.edu,922,ECON
India,White,Professor,-7570251104292197252,graphics,india_white@illinois.edu,142,ECON
India,MacDonald,Student,-810007365266183784,high_performance_computing,india_macdonald@illinois.edu,304,PHYS
India,Khan,Grad_Student,1203667354058050707,high_performance_computing,india_khan@illinois.edu,495,PHYS
India,Moore,Student,-7858443934866564574,bioinformatics,india_moore@illinois.edu,840,ECON
India,Clark,Student,7356905055717329137,cloud_computing,india_clark@illinois.edu,628,CS
India,Lopez,Professor,6880359516450854072,graph_theory,india_lopez@illinois.edu,179,STAT
India,Lee,Professor,8557326270656984195,graph_theory,india_lee@illinois.edu,791,MATH
India,Anderson,Student,-1258347701071105674,data_mining,india_anderson@illinois.edu,112,ECE
India,Sanchez,Student,-8018842771426060159,security,india_sanchez@illinois.edu,736,MATH
India,Shah,Grad_Student,3841029534425616661,graph_theory,india_shah@illinois.edu,27,MATH
India,Ramirez,Professor,-8978165396740982411,graphics,india_ramirez@illinois.edu,770,ECON
India,Jackson,Grad_Student,-4059056498474302363,graph_theory,india_jackson@illinois.edu,966,ME
India,Tremblay,Student,4834650168119625814,distributed_systems,india_tremblay@illinois.edu,772,STAT
India,Nguyen,Grad_Student,9102296021481367811,human_computer_interaction,india_nguyen@illinois.edu,906,MATH
India,Jones,Student,8548284025657115594,machine_learning,india_jones@illinois.edu,638,ECE
India,Miller,Professor,-2043274176429889537,machine_learning,india_miller@illinois.edu,664,ECE
India,Martin,Professor,7510203546281105017,high_performance_computing,india_martin@illinois.edu,919,STAT
India,Young,Professor,2868826469276684313,natural_language_processing,india_young@illinois.edu,747,PHYS
India,Thompson,Professor,8205039037469977821,natural_language_processing,india_thompson@illinois.edu,624,CS
India,Williams,Professor,-9034683438059325789,data_mining,india_williams@illinois.edu,76,PHYS
India,Harris,Grad_Student,7626902144678580320,artificial_intelligence,india_harris@illinois.edu,724,MATH
India,Walker,Student,7287304226892359714,econometrics,india_walker@illinois.edu,768,CS
India,Leblanc,Student,-4783607974665584055,artificial_intelligence,india_leblanc@illinois.edu,170,ECON
India,Wright,Grad_Student,-1120354506970644067,bioinformatics,india_wright@illinois.edu,584,ECE
India,Scott,Professor,799010938554004859,econometrics,india_scott@illinois.edu,5,ME
India,Gonzalez,Professor,-4044170481656377728,machine_learning,india_gonzalez@illinois.edu,348,ECE
India,Wilson,Grad_Student,-5178865098665092698,natural_language_processing,india_wilson@illinois.edu,377,ME
India,Smith,Student,-9027180995791374697,natural_language_processing,india_smith@illinois.edu,884,PHYS
India,Rodriguez,Student,6802199609147668715,econometrics,india_rodriguez@illinois.edu,290,ECE
India,Johnson,Student,8804001583007795218,machine_learning,india_johnson@illinois.edu,388,ME
India,Zhou,Grad_Student,-3606279462835889265,distributed_systems,india_zhou@illinois.edu,369,ME
India,Taylor,Professor,8906906496609778333,embedded_systems,india_taylor@illinois.edu,914,MATH
India,Yang,Student,656544753659075236,machine_learning,india_yang@illinois.edu,385,PHYS
India,Wang,Professor,-4507469143943428374,human_computer_interaction,india_wang@illinois.edu,917,ECE
India,Lewis,Student,-5274418573976983835,data_mining,india_lewis@illinois.edu,66,STAT
India,Li,Grad_Student,-4987013125352497737,data_mining,india_li@illinois.edu,618,ECE
India,Robinson,Student,-7374783712721727208,graph_theory,india_robinson@illinois.edu,31,PHYS
India,Kapoor,Student,9175598492473871016,compiler_optimization,india_kapoor@illinois.edu,882,CS
India,Hernandez,Professor,-5401242618817924078,embedded_systems,india_hernandez@illinois.edu,822,STAT
India,King,Student,-584478188794013196,data_mining,india_king@illinois.edu,740,ME
India,Martinez,Professor,-8368965148539881998,bioinformatics,india_martinez@illinois.edu,822,ECON
India,Perez,Grad_Student,2864416928752430613,econometrics,india_perez@illinois.edu,450,MATH
India,Patel,Student,5847799940986560325,human_computer_interaction,india_patel@illinois.edu,532,MATH
India,Brown,Grad_Student,3614097253835188365,bioinformatics,india_brown@illinois.edu,531,STAT
India,Davis,Grad_Student,-3985288886444745668,natural_language_processing,india_davis@illinois.edu,290,STAT
India,Gurnani,Professor,-5787902508856663682,compiler_optimization,india_gurnani@illinois.edu,516,MATH
India,Thomas,Professor,-8010747820673311848,graph_theory,india_thomas@illinois.edu,12,STAT
Ayana,Allen,Student,-6061543314580323827,compiler_optimization,ayana_allen@illinois.edu,784,CS
Ayana,Garcia,Student,5127923063432849742,graph_theory,ayana_garcia@illinois.edu,10,MATH
Ayana,White,Professor,-4451003644464612428,human_computer_interaction,ayana_white@illinois.edu,880,STAT
Ayana,MacDonald,Student,-6305506424984456635,graph_theory,ayana_macdonald@illinois.edu,685,CS
Ayana,Khan,Grad_Student,7470922427296322868,graph_theory,ayana_khan@illinois.edu,66,CS
Ayana,Moore,Professor,768483798961600715,security,ayana_moore@illinois.edu,615,PHYS
Ayana,Clark,Grad_Student,-3519092912494989981,graphics,ayana_clark@illinois.edu,197,STAT
Ayana,Lopez,Grad_Student,-2559762692365033848,graph_theory,ayana_lopez@illinois.edu,344,CS
Ayana,Lee,Professor,-6828059304806922444,architectures,ayana_lee@illinois.edu,423,ME
Ayana,Anderson,Grad_Student,6601793133763771630,graph_theory,ayana_anderson@illinois.edu,519,ECON
Ayana,Sanchez,Grad_Student,8652390796803376276,econometrics,ayana_sanchez@illinois.edu,517,PHYS
Ayana,Shah,Student,9133284298400143330,natural_language_processing,ayana_shah@illinois.edu,320,CS
Ayana,Ramirez,Grad_Student,2803480328685796381,natural_language_processing,ayana_ramirez@illinois.edu,248,CS
Ayana,Jackson,Grad_Student,105389099809554411,human_computer_interaction,ayana_jackson@illinois.edu,371,CS
Ayana,Tremblay,Student,-7950546511338684939,data_mining,ayana_tremblay@illinois.edu,675,CS
Ayana,Nguyen,Professor,1100354917249990656,bioinformatics,ayana_nguyen@illinois.edu,953,MATH
Ayana,Jones,Student,714580842614950060,compiler_optimization,ayana_jones@illinois.edu,856,STAT
Ayana,Miller,Student,4221295102858963679,natural_language_processing,ayana_miller@illinois.edu,842,ME
Ayana,Martin,Student,-8486733414066934862,graph_theory,ayana_martin@illinois.edu,375,ME
Ayana,Young,Grad_Student,8529505138033670124,security,ayana_young@illinois.edu,288,PHYS
